scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 3,Downstream Leased Assets,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,140.199703
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,8.64558052
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,44.1647391
Scope 3,Downstream Leased Assets,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,114.13157
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,15.0279234
Scope 3,Downstream Leased Assets,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,216.467448
Scope 3,Downstream Leased Assets,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,68.2799723
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,4.21056524
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,22.1615958
Scope 3,Downstream Leased Assets,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,61.1933218
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,8.0574424
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,314.702904
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,154.741733
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,99.2662214
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,6.12136894
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,20.3751417
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,61.0438627
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,544.421157
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,201.004768
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,171.725874
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,10.5896791
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,26.4666845
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,80.272534
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,324.630943
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,202.326997
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,102.397807
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,6.31448184
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,26.640785
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,80.8221026
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,248.936061
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,153.310454
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,78.5214937
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,4.84212077
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,20.1866824
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,60.4489687
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,17.1183398
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,17.1768448
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,6.57297955
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,5.39960988
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.33297333
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,0.86547686
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,1.7074872
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,146.519355
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,24.9019072
Scope 2,Downstream Leased Assets,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,49.8038144
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,37.1720504
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,5.08875316
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,3.92167485
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,4.99345593
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,49.6704809
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.59325638
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.06817542
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,5.76466781
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,16.5821771
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,10.484678
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,2.28706554
Scope 2,Downstream Leased Assets,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,4.57413108
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,4.11172392
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0.56288388
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 2,Purchased Grid Electricity,Electric - Billboards,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,2.80685657
Scope 2,Purchased Grid Electricity,Electric - Billboards,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,4.3435
Scope 3,Upstream Losses,Electric - Billboards,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.88536217
Scope 3,Upstream Losses,Electric - Billboards,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.05459691
Scope 3,Capital Goods,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,67.583
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,67.583
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,196.491292
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,196.491292
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,68.5734017
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,36.0170838
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.72143862
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,8.10979463
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,42.2180104
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,57.4269278
Scope 2,Downstream Leased Assets,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,57.6231945
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,18.1140817
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,1.11702627
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,17.5891962
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 1,Stationary,Natural Gas - DVD,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,19.9854706
Scope 3,Business Travel,Air Travel - SelfMng,Air Travel: Production,Air Travel,Transportation,Self Mng. Transportation,Production,0
Scope 3,Business Travel,Air Travel - SelfMng,Air Travel: Production,Air Travel,Transportation,Self Mng. Transportation,Production,21.9432696
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,973.847474
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,794.826302
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,897.356257
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,933.915503
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,991.715583
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,996.018503
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1020.55542
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1096.87555
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1139.9838
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1143.0962
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1155.59997
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1070.40304
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1180.35612
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1198.46924
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1213.7394
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1229.06826
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1272.22894
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1321.31295
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1431.20986
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1622.58411
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1787.46284
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1796.92657
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1120.2239
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1874.08451
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,1968.04084
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2051.31579
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2059.74083
Scope 3,Purchased Goods and Services,Production - License,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Licensed (S1&2),Production,2965.76152
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,0.04612235
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,1.08588605
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,1.33037138
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,1.44139708
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,2.25023543
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1184.65854
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,2.41876648
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,2.66898943
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,3.59879746
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,3.98011856
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,4.28157421
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,4.32402521
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,4.44896142
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,5.19337607
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,6.09257732
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,6.26889382
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1187.54949
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,6.31278384
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,6.83760078
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,7.05872976
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,7.09210388
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,7.16848249
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,8.06707492
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,8.44236321
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,8.46546129
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,10.3010015
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,10.5975313
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1263.62792
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,10.6046526
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,11.3620368
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,11.6864798
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,12.1749524
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,12.181963
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,12.6018793
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,12.8277312
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,13.6591141
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,13.8618864
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,14.6160605
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1334.21975
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,14.9644318
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,15.2755547
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,15.5184903
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,15.9421886
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,16.2007505
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,17.3617975
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,18.9090362
